id,sequencia,quantidade,vlrUnitLiq,codProdutoPdv,codTipoProdutoPdv,descricao,codUnidade,obsItem,extras,codPedido_id
124589,3,1,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13745189
124590,4,5,1.12,268,FIXED,Alho Poró (Uni),unid,,,13745189
124591,5,2,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13745189
124592,6,6,2.39,281,FIXED,Espinafre (Maço),unid,,,13745189
124593,7,1,24,267,FIXED,Alho Descascado (Kg),unid,,,13745189
124594,8,4,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13745189
124595,9,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13745189
124596,10,1,2.98,308,FIXED,Abacate Comum (Uni),unid,,,13745189
124597,11,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13745189
124598,12,2,1.6,285,FIXED,Mamão Papaya (Uni),unid,,,13745189
124599,13,1,5.02,287,FIXED,Maracujá (Kg),unid,,,13745189
124600,14,1,8.4,9077,FIXED,Pêssego Nacional (Kg),unid,,,13745189
124601,15,3,1.96,272,FIXED,Batata Bolinha (Kg),unid,,,13745189
124602,16,5,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13745189
124603,17,6,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13745189
124604,18,10,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13745189
124605,19,5,2.1,322,FIXED,Cebola Média (Kg),unid,,,13745189
124606,20,6,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13745189
124607,21,6,2.7,295,FIXED,Rabanete (500g),unid,,,13745189
124608,1,20,2.5,2025,FIXED,Cebolinha (250g),unid,,,13745598
124609,2,12,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13745598
124610,3,99,2.81,274,FIXED,Berinjela (Kg),unid,,,13745598
124611,4,5,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13745598
124612,5,50,4.99,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13745598
124613,6,3,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13745598
124614,7,4,5.02,287,FIXED,Maracujá (Kg),unid,,,13745598
124615,8,60,3.2,276,FIXED,Cebola Graúda (Kg),unid,,,13745598
124616,1,1,4.69,2009,FIXED,Mix de Folhas de Alface (180g),unid,,,13745705
124617,2,1,4,308,FIXED,Abacate Comum (Uni),unid,,,13745705
124618,3,1,4.89,270,FIXED,Banana Nanica (Kg),unid,,,13745705
124619,4,6,1.2,65,FIXED,Maçã Fuji (Uni),unid,,,13745705
124620,5,3,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13745705
124621,6,2,4.59,288,FIXED,Morango (Bdj),unid,,,13745705
124622,7,6,2.5,317,FIXED,Pêra Portuguesa (Uni),unid,,,13745705
124623,8,1,2.89,316,FIXED,Cenoura Graúda (Kg),unid,,,13745705
124624,9,3,15.8,9039,FIXED,Abacaxi seco (100g),unid,,,13745705
124625,10,1,17.4,9044,FIXED,Manga seca (100g),unid,,,13745705
124626,1,1,5.7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13746549
124627,2,2,3.4,271,FIXED,Banana Prata (Kg),unid,,,13746549
124628,3,2,1.6,285,FIXED,Mamão Papaya (Uni),unid,,,13746549
124629,4,1,4.8,303,FIXED,Melão Amarelo (Uni),unid,,,13746549
124630,5,1,6.06,9084,FIXED,Uva Verde sem semente (500g),unid,,,13746549
124631,6,2,2.1,322,FIXED,Cebola Média (Kg),unid,,,13746549
124632,1,1,1.75,268,FIXED,Alho Poró (Uni),unid,,,13746661
124633,2,1,2.29,280,FIXED,Couve (Maço),unid,,,13746661
124634,3,1,5.39,2018,FIXED,Salada Verde Higienizada (180g),unid,,,13746661
124635,4,1,2.99,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13746661
124636,5,1,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13746661
124637,6,1,6.77,323,FIXED,Tomate Salada Médio (Kg),unid,,,13746661
124638,7,1,4,308,FIXED,Abacate Comum (Uni),unid,,,13746661
124639,8,1,4.89,270,FIXED,Banana Nanica (Kg),unid,,,13746661
124640,9,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13746661
124641,10,1,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13746661
124642,11,1,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13746661
124643,12,1,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13746661
124644,13,1,2.75,322,FIXED,Cebola Média (Kg),unid,,,13746661
124645,14,1,3.68,2025,FIXED,Cebolinha (250g),unid,,,13746661
124646,15,1,2.99,279,FIXED,Coentro (250g),unid,,,13746661
124647,16,1,2,2024,FIXED,Salsinha (250g),unid,,,13746661
124648,1,2,2.5,2025,FIXED,Cebolinha (250g),unid,,,13747171
124649,2,1,3.2,215,FIXED,Manjericão (150g),unid,,,13747171
124650,3,3,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13747171
124651,4,1,3.2,9062,FIXED,Tomilho Fresco (150g),unid,,,13747171
124652,5,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13747171
124653,6,2,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13747171
124654,7,1,2.8,15,FIXED,Abobrinha Itália pequena(Kg),unid,,,13747171
124655,8,4,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13747171
124656,9,1,6.03,328,FIXED,Limão Siciliano (Kg),unid,,,13747171
124657,10,8,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13747171
124658,11,2,1.99,302,FIXED,Batata Asterix (Kg),unid,,,13747171
124659,12,8,2.4,22,FIXED,Beterraba (Kg),unid,,,13747171
124660,13,5,2.1,322,FIXED,Cebola Média (Kg),unid,,,13747171
124661,14,3,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13747171
124662,1,1,2.11,251,FIXED,Louro (75g),unid,,,13747366
124663,2,3,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13747366
124664,3,2,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13747366
124665,4,2,2,220,FIXED,Repolho Verde (Uni),unid,,,13747366
124666,5,2,2.4,296,FIXED,Rúcula (Maço),unid,,,13747366
124667,6,1,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13747366
124668,7,1,1.87,26,FIXED,Chuchu (Kg),unid,,,13747366
124669,8,3,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13747366
124670,9,5,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13747366
124671,10,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13747366
124672,11,5,2.4,22,FIXED,Beterraba (Kg),unid,,,13747366
124673,12,3,2.1,322,FIXED,Cebola Média (Kg),unid,,,13747366
124674,13,2,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13747366
124675,1,30,3.32,299,FIXED,Tomate Molho (Kg),unid,,,13748182
124676,1,1,2.99,279,FIXED,Coentro Maço (250g),unid,,,13748326
124677,2,10,3.2,215,FIXED,Manjericão (150g),unid,,,13748326
124678,3,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13748326
124679,4,2,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13748326
124680,5,4,4.8,247,FIXED,Couve Flor (Uni),unid,,,13748326
124681,6,2,2.4,296,FIXED,Rúcula (Maço),unid,,,13748326
124682,7,1,24,267,FIXED,Alho Descascado (Kg),unid,,,13748326
124683,8,1,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13748326
124684,9,1,2.46,292,FIXED,Pimentão Verde (500g),unid,,,13748326
124685,10,1,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13748326
124686,11,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13748326
124687,12,3,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13748326
124688,13,10,1.99,302,FIXED,Batata Asterix (Kg),unid,,,13748326
124689,14,5,2.1,322,FIXED,Cebola Média (Kg),unid,,,13748326
124690,15,3,5.17,236,FIXED,Cebola Roxa Média (Kg),unid,,,13748326
124691,1,20,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13749157
124692,2,4,2.39,281,FIXED,Espinafre (Maço),unid,,,13749157
124693,3,4,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13749157
124694,4,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13749157
124695,5,3,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13749157
124696,6,8,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13749157
124697,7,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13749157
124698,8,15,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13749157
124699,9,5,2.4,22,FIXED,Beterraba (Kg),unid,,,13749157
124700,10,10,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13749157
124701,1,2,2.5,2025,FIXED,Cebolinha (250g),unid,,,13749265
124702,2,4,3.2,9055,FIXED,Hortelã  Maço (250g),unid,,,13749265
124703,3,5,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13749265
124704,4,5,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13749265
124705,5,6,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13749265
124706,6,6,2.08,280,FIXED,Couve (Maço),unid,,,13749265
124707,7,2,4.8,247,FIXED,Couve Flor (Uni),unid,,,13749265
124708,8,3,1.28,9076,FIXED,Escarola (UN),unid,,,13749265
124709,9,1,2,220,FIXED,Repolho Verde (Uni),unid,,,13749265
124710,10,4,2.4,296,FIXED,Rúcula (Maço),unid,,,13749265
124711,11,1,5.7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13749265
124712,12,2,1.87,26,FIXED,Chuchu (Kg),unid,,,13749265
124713,13,1,2.15,9038,FIXED,Pepino Comum (Kg),unid,,,13749265
124714,14,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13749265
124715,15,10,4.43,546,FIXED,Tomate Italiano (Kg),unid,,,13749265
124716,16,7,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13749265
124717,17,2,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13749265
124718,18,1,2.4,22,FIXED,Beterraba (Kg),unid,,,13749265
124719,19,1,4.4,9069,FIXED,Cebola Roxa Graúda (Kg)	,unid,,,13749265
124720,1,1,4.68,2002,FIXED,Alface Americana Higienizada (180g),unid,,,13749368
124721,2,1,2.5,9034,FIXED,Cebolinha Picada (80 g),unid,,,13749368
124722,3,1,6.77,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13749368
124723,4,1,4.89,271,FIXED,Banana Prata (Kg),unid,,,13749368
124724,5,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13749368
124725,6,1,4.59,288,FIXED,Morango (Bdj),unid,,,13749368
124726,7,1,9.9,9077,FIXED,Pêssego Nacional (Kg),unid,,,13749368
124727,8,1,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13749368
124728,9,1,2.99,215,FIXED,Manjericão (150g),unid,,,13749368
124729,1,1,2.99,279,FIXED,Coentro Maço (250g),unid,,,13749945
124730,2,2,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13749945
124731,3,4,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13749945
124732,4,3,1.12,268,FIXED,Alho Poró (Uni),unid,,,13749945
124733,5,1,3.5,219,FIXED,Repolho Roxo (Uni),unid,,,13749945
124734,6,2,2,220,FIXED,Repolho Verde (Uni),unid,,,13749945
124735,7,3,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13749945
124736,8,2,2.15,9038,FIXED,Pepino Comum (Kg),unid,,,13749945
124737,9,1,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13749945
124738,10,1,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13749945
124739,11,1,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13749945
124740,12,4,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13749945
124741,13,4,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13749945
124742,14,2,3.2,276,FIXED,Cebola Graúda (Kg),unid,,,13749945
124743,15,3,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13749945
124744,16,2,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13749945
124766,1,1,3.2,9052,FIXED,Alecrim Maço (250g),unid,,,13750344
124767,2,2,2.5,2025,FIXED,Cebolinha (250g),unid,,,13750344
124768,3,2,2.99,279,FIXED,Coentro Maço (250g),unid,,,13750344
124769,4,1,3.2,215,FIXED,Manjericão (150g),unid,,,13750344
124770,5,1,5,233,FIXED,Salsão (Uni),unid,,,13750344
124771,6,4,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13750344
124772,7,1,3.2,9062,FIXED,Tomilho Fresco (150g),unid,,,13750344
124773,8,2,1.12,268,FIXED,Alho Poró (Uni),unid,,,13750344
124774,9,4,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13750344
124775,10,2,4.8,247,FIXED,Couve Flor (Uni),unid,,,13750344
124776,11,3,7,540,FIXED,Abóbora Moranga (Uni),unid,,,13750344
124777,12,1,2.8,15,FIXED,Abobrinha Itália pequena(Kg),unid,,,13750344
124778,13,2,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13750344
124779,14,2,2.46,292,FIXED,Pimentão Verde (500g),unid,,,13750344
124780,15,2,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13750344
124781,16,5,3.32,299,FIXED,Tomate Molho (Kg),unid,,,13750344
124782,17,2,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13750344
124783,18,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13750344
124784,19,1,17.5,9053,FIXED,Alho com Casca (500g),unid,,,13750344
124785,20,4,2.1,322,FIXED,Cebola Média (Kg),unid,,,13750344
124786,21,1,2.1,322,FIXED,Cebola Média (Kg),unid,,,13750344
124787,22,1,5.17,236,FIXED,Cebola Roxa Média (Kg),unid,,,13750344
124788,23,2,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13750344
124795,1,10,1.28,9075,FIXED,Alface lisa  (Uni),unid,Se puder mandar em saco plástico por favor.,,13750467
124796,2,1,1.12,268,FIXED,Alho Poró (Uni),unid,,,13750467
124797,3,1,2.08,280,FIXED,Couve (Maço),unid,,,13750467
124798,4,1,5.7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13750467
124799,5,4,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13750467
124800,6,4,1.6,285,FIXED,Mamão Papaya (Uni),unid,,,13750467
124801,7,12,3.2,276,FIXED,Cebola Graúda (Kg),unid,,,13750467
124802,8,3,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13750467
124812,1,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13750686
124813,2,1,6.03,328,FIXED,Limão Siciliano (Kg),unid,,,13750686
124814,3,2,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13750686
124815,4,1,2.4,22,FIXED,Beterraba (Kg),unid,,,13750686
124816,5,3,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13750686
124874,1,2,3.2,9055,FIXED,Hortelã  Maço (250g),unid,,,13756469
124875,2,1,7.1,1003,FIXED,Alface Crespa Higienizada (500g),unid,,,13756469
124876,3,1,1.87,26,FIXED,Chuchu (Kg),unid,,,13756469
124877,4,1,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13756469
124878,5,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13756469
124879,6,1,3.32,299,FIXED,Tomate Molho (Kg),unid,,,13756469
124880,7,1,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13756469
124881,8,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13756469
124882,9,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13756469
124883,10,1,2.73,9079,FIXED,Banana Nanica Verde - (Kg),unid,,,13756469
124884,11,1,6.03,328,FIXED,Limão Siciliano (Kg),unid,,,13756469
124885,12,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13756469
124886,13,5,0.87,65,FIXED,Maçã Fuji (Uni),unid,,,13756469
124887,14,2,1.44,545,FIXED,Manga Palmer (Uni),unid,,,13756469
124888,15,1,5.02,287,FIXED,Maracujá (Kg),unid,,,13756469
124889,16,1,4.8,303,FIXED,Melão Amarelo (Uni),unid,,,13756469
124890,17,1,6.06,9084,FIXED,Uva Verde sem semente (500g),unid,,,13756469
124891,18,1,3.2,276,FIXED,Cebola Graúda (Kg),unid,,,13756469
124892,19,1,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13756469
124893,20,1,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13756469
124894,21,1,18.9,9064,FIXED,"Café moído ""O Flautista"" (250g)",unid,,,13756469
124895,22,1,16.74,9050,FIXED,Geleia de laranja champagne com açúcar demerara (220g),unid,,,13756469
124914,1,1,2,9075,FIXED,Alface lisa  (Uni),unid,,,13770377
124915,2,1,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13770377
124916,3,1,2.29,280,FIXED,Couve (Maço),unid,,,13770377
124917,4,1,3.99,281,FIXED,Espinafre (Maço),unid,,,13770377
124918,5,1,2.99,15,FIXED,Abobrinha Itália Pequena (Kg),unid,,,13770377
124919,6,1,6.77,323,FIXED,Tomate Salada Médio (Kg),unid,,,13770377
124920,7,1,4.19,327,FIXED,Abacaxi Pérola (Uni),unid,,,13770377
124921,8,1,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13770377
124922,9,1,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13770377
124923,10,1,2.75,322,FIXED,Cebola Média (Kg),unid,,,13770377
124924,11,1,2.89,316,FIXED,Cenoura Graúda (Kg),unid,,,13770377
124925,12,1,3,251,FIXED,Louro (75g),unid,,,13770377
124926,13,1,5,233,FIXED,Salsão (Uni),unid,,,13770377
124927,1,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13770621
124928,2,2,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13770621
124929,3,1,2,220,FIXED,Repolho Verde (Uni),unid,,,13770621
124930,4,3,2.15,9038,FIXED,Pepino Comum (Kg),unid,,,13770621
124931,5,1,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13770621
124932,6,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13770621
124933,7,1,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13770621
124934,8,1,1.6,285,FIXED,Mamão Papaya (Uni),unid,,,13770621
124935,9,3,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13770621
124936,10,1,2.1,322,FIXED,Cebola Média (Kg),unid,,,13770621
124937,11,1,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13770621
124938,1,1,2.5,2025,FIXED,Cebolinha (250g),unid,,,13771328
124939,2,1,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13771328
124940,3,1,2,16,FIXED,Acelga (Uni),unid,,,13771328
124941,4,3,2.47,265,FIXED,Agrião (Maço),unid,,,13771328
124942,5,5,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13771328
124943,6,6,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13771328
124944,7,12,2.08,280,FIXED,Couve (Maço),unid,,,13771328
124945,8,3,1.28,9076,FIXED,Escarola (UN),unid,,,13771328
124946,9,1,3.5,219,FIXED,Repolho Roxo (Uni),unid,,,13771328
124947,10,1,2,220,FIXED,Repolho Verde (Uni),unid,,,13771328
124948,11,3,2.4,296,FIXED,Rúcula (Maço),unid,,,13771328
124949,12,1,5.7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13771328
124950,13,4,1.87,26,FIXED,Chuchu (Kg),unid,,,13771328
124951,14,1,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13771328
124952,15,4,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13771328
124953,16,3,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13771328
124954,17,2,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13771328
124955,18,2,3,310,FIXED,Mamão Formosa (Uni),unid,,,13771328
124956,19,1,15,34,FIXED,Melancia (Uni),unid,,,13771328
124957,20,1,4.8,303,FIXED,Melão Amarelo (Uni),unid,,,13771328
124958,21,8,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13771328
124959,22,5,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13771328
124960,1,3,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13771474
124961,2,18,5.02,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13771474
124962,3,8,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13771474
124963,4,6,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13771474
124964,1,2,3.2,215,FIXED,Manjericão (150g),unid,,,13771644
124965,2,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13771644
124966,3,1,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13771644
124967,4,4,7.1,1003,FIXED,Alface Crespa Higienizada (500g),unid,,,13771644
124968,5,1,10.4,1009,FIXED,Rúcula Higienizada (500g),unid,,,13771644
124969,6,1,2.4,22,FIXED,Beterraba (Kg),unid,,,13771644
124970,1,2,2.5,2025,FIXED,Cebolinha (250g),unid,,,13771654
124971,2,2,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13771654
124972,3,10,4.43,546,FIXED,Tomate Italiano (Kg),unid,,,13771654
124973,4,12,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13771654
124974,5,20,2.1,322,FIXED,Cebola Média (Kg),unid,,,13771654
124975,6,12,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13771654
124976,1,6,2.5,2025,FIXED,Cebolinha (250g),unid,,,13771727
124977,2,6,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13771727
124978,3,6,2,220,FIXED,Repolho Verde (Uni),unid,,,13771727
124979,4,2,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13771727
124980,5,6,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13771727
124981,6,25,2.73,270,FIXED,Banana Nanica (Kg),unid,colorida. não pode ser verde e nem madura passada.,,13771727
124982,7,50,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13771727
124983,8,20,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13771727
124984,9,5,3,310,FIXED,Mamão Formosa (Uni),unid,,,13771727
124985,10,10,1.44,545,FIXED,Manga Palmer (Uni),unid,madura. não pode estar verde,,13771727
124986,11,3,5.02,287,FIXED,Maracujá (Kg),unid,,,13771727
124987,12,2,15,34,FIXED,Melancia (Uni),unid,,,13771727
124988,13,4,3.5,288,FIXED,Morango (Bdj),unid,,,13771727
124989,14,25,1.99,302,FIXED,Batata Asterix (Kg),unid,,,13771727
124990,15,25,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13771727
124991,16,6,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13771727
124992,1,10,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13771812
124993,2,8,3.5,288,FIXED,Morango (Bdj),unid,,,13771812
124994,1,2,2.5,2025,FIXED,Cebolinha (250g),unid,,,13771859
124995,2,2,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13771859
124996,3,5,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13771859
124997,4,5,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13771859
124998,5,2,9,2054,FIXED,Kiwi (500g),unid,,,13771859
124999,6,4,5.02,287,FIXED,Maracujá (Kg),unid,,,13771859
125000,7,8,3.5,288,FIXED,Morango (Bdj),unid,,,13771859
125001,8,6,2.1,322,FIXED,Cebola Média (Kg),unid,,,13771859
125002,9,3,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13771859
125003,1,2,2.5,2025,FIXED,Cebolinha (250g),unid,,,13771887
125004,2,1,2,16,FIXED,Acelga (Uni),unid,,,13771887
125005,3,2,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13771887
125006,4,1,5.7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13771887
125007,5,1,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13771887
125008,6,2,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13771887
125009,7,3,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,Mandar mais vermelhinho ,,13771887
125010,8,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13771887
125011,9,6,0.87,65,FIXED,Maçã Fuji (Uni),unid,,,13771887
125012,10,1,3,310,FIXED,Mamão Formosa (Uni),unid,,,13771887
125013,11,10,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13771887
125014,12,1,2.4,22,FIXED,Beterraba (Kg),unid,,,13771887
125015,13,1,2.1,322,FIXED,Cebola Média (Kg),unid,,,13771887
125016,14,20,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13771887
125017,15,2,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13771887
125018,1,1,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13772037
125019,2,5,1.12,268,FIXED,Alho Poró (Uni),unid,,,13772037
125020,3,2,2.39,281,FIXED,Espinafre (Maço),unid,,,13772037
125021,4,3,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13772037
125022,5,6,3.32,299,FIXED,Tomate Molho (Kg),unid,MADURO!,,13772037
125023,6,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13772037
125024,7,1,5.02,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13772037
125025,8,1,5.02,287,FIXED,Maracujá (Kg),unid,,,13772037
125026,9,2,1.99,302,FIXED,Batata Asterix (Kg),unid,,,13772037
125027,10,5,2.1,322,FIXED,Cebola Média (Kg),unid,,,13772037
125028,11,3,1.6,541,FIXED,Cebola para Conserva (Kg),unid,,,13772037
125029,12,4,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13772037
125030,1,4,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13772126
125031,2,2,3.32,323,FIXED,Tomate Salada Médio (Kg),unid,,,13772126
125032,3,2,1.67,487,FIXED,Laranja Pera (Kg),unid,,,13772126
125033,4,1,2.1,322,FIXED,Cebola Média (Kg),unid,,,13772126
125034,5,1,5.17,236,FIXED,Cebola Roxa Média (Kg),unid,,,13772126
125035,1,10,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13772531
125036,2,12,1.42,232,FIXED,Manga Tommy (Uni),unid,,,13772531
125037,3,10,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13772531
125038,1,2,2.5,9074,FIXED,Alface Americana (Uni),unid,,,13772834
125039,2,2,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13772834
125040,3,1,5.99,247,FIXED,Couve Flor (Uni),unid,,,13772834
125041,4,2,3.75,296,FIXED,Rúcula (Maço),unid,,,13772834
125042,5,1,12.5,486,FIXED,Tomate Grape (Kg),unid,,,13772834
125043,6,1,6.77,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13772834
125044,7,1,6.77,323,FIXED,Tomate Salada Médio (Kg),unid,,,13772834
125045,8,2,4.19,327,FIXED,Abacaxi Pérola (Uni),unid,,,13772834
125046,9,1,4.89,270,FIXED,Banana Nanica (Kg),unid,,,13772834
125047,10,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13772834
125048,11,1,6.79,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13772834
125049,12,1,4.59,288,FIXED,Morango (Bdj),unid,,,13772834
